year,month,day,dayofweek,true_prop,mostly_true_prop,half_true_prop,mostly_false_prop,false_prop,pants_on_fire_prop,total_counts,statement_len_words,statement_len_chars,speaker_description_len_words,speaker_description_len_chars,justification_len_words,justification_len_chars
2013.0,7.0,18.0,3.0,0.0,0.5,0.0,0.0,0.5,0.0,2.0,15.0,96.0,39.0,232.0,100.0,599.0
2017.0,1.0,25.0,2.0,0.036960986,0.08726899,0.123203285,0.19917865,0.36960986,0.18377824,974.0,15.0,79.0,66.0,367.0,72.0,428.0
2011.0,11.0,2.0,2.0,0.16666667,0.16666667,0.0,0.16666667,0.33333334,0.16666667,6.0,28.0,127.0,32.0,199.0,61.0,320.0
2015.0,10.0,9.0,4.0,0.010928961,0.024590164,0.032786883,0.07240437,0.318306,0.5409836,732.0,17.0,106.0,5.0,28.0,114.0,661.0
2011.0,7.0,25.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,2.0,13.0,74.0,40.0,233.0,108.0,658.0
2008.0,9.0,26.0,4.0,0.20108695,0.20108695,0.16847827,0.17391305,0.21195652,0.04347826,184.0,13.0,63.0,85.0,410.0,83.0,468.0
2013.0,10.0,3.0,3.0,0.0,0.0,0.5,0.0,0.5,0.0,4.0,7.0,42.0,73.0,449.0,86.0,502.0
2018.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,61.0,20.0,101.0,81.0,484.0
2013.0,3.0,26.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,19.0,128.0,15.0,97.0,47.0,307.0
2008.0,9.0,26.0,4.0,0.20563847,0.27363184,0.27031508,0.11774461,0.11774461,0.014925373,603.0,27.0,152.0,92.0,520.0,63.0,354.0
2022.0,3.0,22.0,1.0,0.0,0.14285715,0.0,0.14285715,0.2857143,0.42857143,7.0,14.0,78.0,82.0,520.0,88.0,537.0
2021.0,1.0,31.0,6.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,21.0,117.0,8.0,51.0,117.0,682.0
2012.0,2.0,3.0,4.0,0.25,0.5,0.0,0.0,0.25,0.0,4.0,18.0,102.0,26.0,172.0,39.0,217.0
2016.0,10.0,10.0,0.0,0.23920266,0.25249168,0.23255815,0.14285715,0.10299003,0.029900333,301.0,7.0,39.0,89.0,502.0,87.0,502.0
2021.0,8.0,22.0,6.0,0.0034873583,0.0113339145,0.030514386,0.0462075,0.61987793,0.2885789,1147.0,28.0,157.0,80.0,489.0,77.0,469.0
2019.0,2.0,22.0,4.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,14.0,86.0,8.0,51.0,51.0,305.0
2010.0,4.0,15.0,3.0,0.15116279,0.13953489,0.25,0.1744186,0.18023255,0.10465116,172.0,22.0,114.0,35.0,191.0,77.0,425.0
2023.0,3.0,30.0,3.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,12.0,74.0,8.0,51.0,78.0,439.0
2008.0,3.0,19.0,2.0,0.20108695,0.20108695,0.16847827,0.17391305,0.21195652,0.04347826,184.0,10.0,59.0,85.0,410.0,102.0,537.0
2016.0,2.0,23.0,1.0,0.12,0.35428572,0.2742857,0.14857143,0.10285714,0.0,175.0,20.0,112.0,99.0,594.0,28.0,161.0
2019.0,9.0,22.0,6.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,12.0,67.0,8.0,51.0,52.0,312.0
2022.0,10.0,19.0,2.0,0.15384616,0.3846154,0.15384616,0.15384616,0.15384616,0.0,13.0,12.0,71.0,26.0,146.0,153.0,1017.0
2020.0,5.0,21.0,3.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,8.0,56.0,8.0,51.0,103.0,623.0
2008.0,8.0,12.0,1.0,0.20563847,0.27363184,0.27031508,0.11774461,0.11774461,0.014925373,603.0,19.0,139.0,92.0,520.0,64.0,377.0
2012.0,9.0,30.0,6.0,0.0,0.4,0.0,0.2,0.2,0.2,5.0,17.0,100.0,58.0,378.0,86.0,507.0
2013.0,12.0,10.0,1.0,0.0,0.25,0.125,0.0,0.5,0.125,8.0,26.0,136.0,26.0,152.0,143.0,799.0
2017.0,6.0,21.0,2.0,0.010928961,0.024590164,0.032786883,0.07240437,0.318306,0.5409836,732.0,15.0,84.0,5.0,28.0,97.0,587.0
2011.0,9.0,22.0,3.0,0.33333334,0.0,0.0,0.33333334,0.33333334,0.0,3.0,16.0,90.0,51.0,301.0,74.0,402.0
2021.0,11.0,5.0,4.0,0.25,0.25,0.25,0.25,0.0,0.0,4.0,9.0,51.0,20.0,102.0,59.0,375.0
2008.0,9.0,26.0,4.0,0.20563847,0.27363184,0.27031508,0.11774461,0.11774461,0.014925373,603.0,18.0,100.0,92.0,520.0,76.0,463.0
2011.0,6.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,107.0,13.0,84.0,58.0,312.0
2012.0,9.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,73.0,8.0,51.0,92.0,535.0
2018.0,2.0,27.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,8.0,50.0,13.0,94.0,57.0,348.0
2012.0,9.0,23.0,6.0,0.23809524,0.3809524,0.2857143,0.04761905,0.0,0.04761905,21.0,14.0,87.0,6.0,30.0,113.0,648.0
2010.0,7.0,26.0,0.0,0.6,0.0,0.2,0.2,0.0,0.0,5.0,18.0,100.0,38.0,215.0,71.0,420.0
2014.0,4.0,30.0,2.0,0.0,0.6666667,0.33333334,0.0,0.0,0.0,3.0,13.0,79.0,63.0,380.0,86.0,517.0
2010.0,1.0,21.0,3.0,0.115384616,0.26923078,0.1923077,0.1923077,0.1923077,0.03846154,26.0,19.0,108.0,14.0,84.0,73.0,416.0
2020.0,12.0,1.0,1.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,13.0,62.0,8.0,51.0,119.0,768.0
2018.0,11.0,18.0,6.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,19.0,114.0,8.0,51.0,84.0,497.0
2020.0,12.0,15.0,1.0,0.004862237,0.004862237,0.024311183,0.08265802,0.65640193,0.22690438,617.0,25.0,159.0,13.0,85.0,72.0,409.0
2014.0,10.0,16.0,3.0,0.5,0.0,0.0,0.0,0.5,0.0,2.0,16.0,91.0,36.0,196.0,131.0,760.0
2011.0,8.0,8.0,0.0,0.14903846,0.15865384,0.27884614,0.16826923,0.15384616,0.09134615,208.0,20.0,109.0,132.0,748.0,71.0,395.0
2017.0,6.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,71.0,10.0,55.0,83.0,453.0
2012.0,7.0,18.0,2.0,0.25,0.25,0.125,0.0,0.25,0.125,8.0,12.0,71.0,11.0,69.0,70.0,425.0
2023.0,5.0,18.0,3.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,24.0,149.0,8.0,51.0,85.0,480.0
2013.0,3.0,25.0,0.0,0.2777778,0.3888889,0.055555556,0.055555556,0.22222222,0.0,18.0,21.0,119.0,124.0,709.0,127.0,736.0
2010.0,8.0,27.0,4.0,0.20588236,0.32352942,0.11764706,0.1764706,0.14705883,0.029411765,34.0,23.0,131.0,39.0,222.0,289.0,1661.0
2017.0,10.0,11.0,2.0,0.036960986,0.08726899,0.123203285,0.19917865,0.36960986,0.18377824,974.0,28.0,156.0,66.0,367.0,112.0,622.0
2010.0,8.0,31.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,2.0,7.0,55.0,27.0,167.0,167.0,1011.0
2015.0,7.0,12.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,17.0,98.0,7.0,53.0,90.0,489.0
2014.0,10.0,8.0,2.0,0.12682927,0.2195122,0.1902439,0.19512194,0.21463415,0.053658538,205.0,11.0,61.0,88.0,559.0,62.0,320.0
2018.0,10.0,16.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,2.0,18.0,131.0,7.0,53.0,136.0,876.0
2013.0,8.0,9.0,4.0,0.0,0.5,0.5,0.0,0.0,0.0,2.0,18.0,100.0,14.0,84.0,142.0,849.0
2022.0,3.0,30.0,2.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,15.0,76.0,8.0,51.0,124.0,735.0
2022.0,10.0,17.0,0.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,14.0,82.0,8.0,51.0,28.0,152.0
2014.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,93.0,18.0,129.0,78.0,472.0
2013.0,3.0,24.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,73.0,30.0,175.0,52.0,283.0
2013.0,8.0,8.0,3.0,0.2,0.3,0.3,0.2,0.0,0.0,10.0,16.0,88.0,26.0,167.0,152.0,945.0
2021.0,5.0,11.0,1.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,14.0,87.0,8.0,51.0,112.0,630.0
2020.0,9.0,16.0,2.0,0.010928961,0.024590164,0.032786883,0.07240437,0.318306,0.5409836,732.0,13.0,78.0,5.0,28.0,55.0,367.0
2020.0,5.0,22.0,4.0,0.09328358,0.23880596,0.24253732,0.19402985,0.20522387,0.026119404,268.0,9.0,44.0,98.0,578.0,96.0,520.0
2022.0,10.0,4.0,1.0,0.16853933,0.2247191,0.23595506,0.2247191,0.123595506,0.02247191,89.0,11.0,57.0,99.0,543.0,89.0,548.0
2018.0,9.0,25.0,1.0,0.083333336,0.0,0.25,0.33333334,0.33333334,0.0,12.0,24.0,145.0,27.0,164.0,87.0,544.0
2021.0,6.0,6.0,6.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,22.0,147.0,8.0,51.0,64.0,402.0
2020.0,4.0,10.0,4.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,13.0,72.0,8.0,51.0,54.0,325.0
2021.0,9.0,27.0,0.0,0.004862237,0.004862237,0.024311183,0.08265802,0.65640193,0.22690438,617.0,13.0,72.0,13.0,85.0,57.0,338.0
2018.0,10.0,22.0,0.0,0.024390243,0.024390243,0.19512194,0.34146342,0.19512194,0.2195122,41.0,9.0,64.0,15.0,115.0,82.0,467.0
2021.0,3.0,1.0,0.0,0.09328358,0.23880596,0.24253732,0.19402985,0.20522387,0.026119404,268.0,9.0,62.0,98.0,578.0,72.0,475.0
2011.0,5.0,10.0,1.0,0.0,0.2857143,0.14285715,0.2857143,0.2857143,0.0,7.0,15.0,102.0,21.0,127.0,86.0,542.0
2013.0,6.0,11.0,1.0,0.13636364,0.09090909,0.22727273,0.045454547,0.45454547,0.045454547,22.0,13.0,70.0,102.0,609.0,85.0,509.0
2022.0,3.0,16.0,2.0,0.1724138,0.2413793,0.25862068,0.20689656,0.12068965,0.0,58.0,12.0,64.0,62.0,356.0,95.0,526.0
2010.0,3.0,16.0,1.0,0.0,0.05263158,0.10526316,0.31578946,0.42105263,0.10526316,19.0,33.0,218.0,18.0,130.0,98.0,555.0
2021.0,10.0,23.0,5.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,11.0,74.0,16.0,112.0,71.0,414.0
2023.0,5.0,18.0,3.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,13.0,78.0,8.0,51.0,55.0,323.0
2011.0,9.0,7.0,2.0,0.15116279,0.13953489,0.25,0.1744186,0.18023255,0.10465116,172.0,10.0,64.0,35.0,191.0,73.0,425.0
2022.0,5.0,21.0,5.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,11.0,77.0,8.0,51.0,45.0,282.0
2010.0,12.0,7.0,1.0,0.024390243,0.024390243,0.19512194,0.34146342,0.19512194,0.2195122,41.0,23.0,156.0,15.0,115.0,97.0,593.0
2016.0,6.0,28.0,1.0,0.036960986,0.08726899,0.123203285,0.19917865,0.36960986,0.18377824,974.0,24.0,148.0,66.0,367.0,113.0,643.0
2010.0,4.0,10.0,5.0,0.0,0.33333334,0.33333334,0.0,0.33333334,0.0,3.0,15.0,118.0,26.0,158.0,132.0,774.0
2012.0,4.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,29.0,195.0,12.0,65.0,88.0,531.0
2012.0,5.0,7.0,0.0,0.12682927,0.2195122,0.1902439,0.19512194,0.21463415,0.053658538,205.0,13.0,89.0,88.0,559.0,90.0,496.0
2015.0,11.0,22.0,6.0,0.2,0.1,0.0,0.3,0.35,0.05,20.0,13.0,73.0,33.0,195.0,78.0,409.0
2016.0,4.0,30.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,13.0,71.0,40.0,238.0,121.0,711.0
2016.0,5.0,19.0,3.0,0.0,0.0,0.6666667,0.0,0.33333334,0.0,3.0,26.0,167.0,14.0,81.0,98.0,581.0
2015.0,10.0,15.0,3.0,0.23920266,0.25249168,0.23255815,0.14285715,0.10299003,0.029900333,301.0,12.0,60.0,89.0,502.0,85.0,480.0
2020.0,11.0,18.0,2.0,0.09328358,0.23880596,0.24253732,0.19402985,0.20522387,0.026119404,268.0,21.0,128.0,98.0,578.0,96.0,567.0
2011.0,4.0,14.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,93.0,23.0,146.0,78.0,464.0
2020.0,4.0,20.0,0.0,0.2,0.4,0.4,0.0,0.0,0.0,5.0,12.0,62.0,19.0,114.0,83.0,494.0
2021.0,5.0,23.0,6.0,0.004862237,0.004862237,0.024311183,0.08265802,0.65640193,0.22690438,617.0,13.0,73.0,13.0,85.0,107.0,582.0
2015.0,3.0,15.0,6.0,0.0,0.09090909,0.3181818,0.045454547,0.36363637,0.18181819,22.0,12.0,73.0,49.0,300.0,50.0,265.0
2020.0,10.0,28.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,101.0,9.0,66.0,92.0,566.0
2017.0,6.0,22.0,3.0,0.0,0.25,0.0,0.375,0.25,0.125,8.0,21.0,117.0,26.0,157.0,321.0,1957.0
2020.0,6.0,14.0,6.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,16.0,85.0,8.0,51.0,39.0,208.0
2020.0,7.0,14.0,1.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,12.0,75.0,8.0,51.0,103.0,628.0
2011.0,11.0,3.0,3.0,0.125,0.3125,0.16666667,0.14583333,0.1875,0.0625,48.0,26.0,148.0,47.0,302.0,85.0,523.0
2013.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,21.0,115.0,39.0,237.0,78.0,473.0
2009.0,6.0,18.0,3.0,0.16129032,0.06451613,0.12903225,0.16129032,0.4516129,0.032258064,31.0,34.0,153.0,53.0,316.0,57.0,303.0
2007.0,10.0,21.0,6.0,0.1904762,0.071428575,0.21428572,0.2857143,0.14285715,0.0952381,42.0,18.0,103.0,40.0,240.0,114.0,677.0
2017.0,10.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,65.0,16.0,83.0,96.0,536.0
2013.0,4.0,17.0,2.0,0.04347826,0.26086956,0.04347826,0.2173913,0.26086956,0.17391305,23.0,26.0,201.0,12.0,68.0,157.0,966.0
2015.0,8.0,3.0,0.0,0.28947368,0.10526316,0.2631579,0.15789473,0.15789473,0.02631579,38.0,20.0,134.0,30.0,171.0,130.0,795.0
2021.0,8.0,10.0,1.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,7.0,45.0,8.0,51.0,81.0,463.0
2018.0,10.0,18.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,42.0,10.0,61.0,75.0,444.0
2020.0,2.0,25.0,1.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,8.0,54.0,8.0,51.0,50.0,265.0
2011.0,6.0,10.0,4.0,0.11764706,0.3529412,0.1764706,0.11764706,0.1764706,0.05882353,17.0,19.0,105.0,16.0,96.0,92.0,494.0
2020.0,5.0,31.0,6.0,0.010928961,0.024590164,0.032786883,0.07240437,0.318306,0.5409836,732.0,15.0,90.0,5.0,28.0,88.0,524.0
2014.0,3.0,19.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,32.0,182.0,32.0,197.0,93.0,521.0
2010.0,7.0,7.0,2.0,0.6666667,0.0,0.33333334,0.0,0.0,0.0,3.0,10.0,55.0,39.0,230.0,78.0,437.0
2012.0,8.0,5.0,6.0,0.0,0.5,0.0,0.5,0.0,0.0,2.0,45.0,224.0,32.0,203.0,132.0,702.0
2010.0,9.0,23.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,22.0,116.0,18.0,127.0,51.0,302.0
2011.0,9.0,27.0,1.0,0.0,0.33333334,0.0,0.6666667,0.0,0.0,3.0,17.0,88.0,31.0,204.0,83.0,483.0
2012.0,7.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,80.0,19.0,113.0,97.0,543.0
2016.0,3.0,16.0,2.0,0.09090909,0.22727273,0.13636364,0.22727273,0.27272728,0.045454547,22.0,21.0,123.0,24.0,142.0,65.0,356.0
2013.0,4.0,12.0,4.0,0.0,0.0,0.0,0.5,0.5,0.0,2.0,27.0,148.0,46.0,267.0,77.0,394.0
2014.0,7.0,22.0,1.0,0.125,0.3125,0.16666667,0.14583333,0.1875,0.0625,48.0,26.0,137.0,47.0,302.0,96.0,520.0
2014.0,7.0,17.0,3.0,0.15116279,0.13953489,0.25,0.1744186,0.18023255,0.10465116,172.0,14.0,81.0,35.0,191.0,117.0,702.0
2011.0,5.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,51.0,16.0,86.0,59.0,337.0
2010.0,11.0,30.0,1.0,0.12,0.35428572,0.2742857,0.14857143,0.10285714,0.0,175.0,24.0,124.0,99.0,594.0,117.0,625.0
2021.0,4.0,21.0,2.0,0.0,0.010989011,0.032967035,0.0989011,0.6593407,0.1978022,91.0,17.0,104.0,6.0,41.0,90.0,537.0
2012.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,23.0,109.0,9.0,54.0,76.0,389.0
2020.0,4.0,10.0,4.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,9.0,51.0,8.0,51.0,137.0,784.0
2010.0,10.0,13.0,2.0,0.0,0.33333334,0.33333334,0.0,0.33333334,0.0,3.0,16.0,104.0,25.0,140.0,62.0,358.0
2012.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,124.0,28.0,177.0,82.0,493.0
2012.0,11.0,29.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,96.0,19.0,136.0,198.0,1146.0
2015.0,5.0,7.0,3.0,0.14285715,0.14285715,0.42857143,0.2857143,0.0,0.0,7.0,28.0,146.0,53.0,307.0,106.0,646.0
2022.0,5.0,28.0,5.0,0.07692308,0.23076923,0.3846154,0.15384616,0.15384616,0.0,13.0,17.0,91.0,45.0,258.0,155.0,976.0
2015.0,3.0,29.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,17.0,82.0,14.0,62.0,121.0,643.0
2014.0,10.0,20.0,0.0,0.12682927,0.2195122,0.1902439,0.19512194,0.21463415,0.053658538,205.0,10.0,67.0,88.0,559.0,83.0,484.0
2014.0,5.0,12.0,0.0,0.175,0.3,0.2125,0.225,0.0625,0.025,80.0,18.0,109.0,47.0,247.0,71.0,399.0
2014.0,3.0,5.0,2.0,0.05882353,0.23529412,0.32352942,0.14705883,0.14705883,0.0882353,34.0,10.0,59.0,58.0,345.0,55.0,310.0
2012.0,6.0,14.0,3.0,0.35416666,0.22916667,0.22916667,0.0625,0.104166664,0.020833334,48.0,14.0,93.0,37.0,208.0,108.0,631.0
2013.0,1.0,17.0,3.0,0.0,0.5,0.0,0.0,0.0,0.5,2.0,14.0,84.0,29.0,168.0,78.0,426.0
2020.0,10.0,6.0,1.0,0.018518519,0.055555556,0.2037037,0.33333334,0.25925925,0.12962963,54.0,32.0,194.0,12.0,85.0,113.0,648.0
2008.0,4.0,29.0,1.0,0.23920266,0.25249168,0.23255815,0.14285715,0.10299003,0.029900333,301.0,11.0,71.0,89.0,502.0,52.0,306.0
2012.0,1.0,10.0,1.0,0.08287293,0.19889502,0.2320442,0.2320442,0.20994475,0.044198897,181.0,17.0,80.0,37.0,198.0,85.0,471.0
2016.0,1.0,20.0,2.0,0.13636364,0.13636364,0.18181819,0.22727273,0.22727273,0.09090909,22.0,14.0,77.0,42.0,254.0,51.0,285.0
2021.0,7.0,18.0,6.0,0.0,0.0,0.0,0.5,0.5,0.0,2.0,29.0,156.0,11.0,67.0,133.0,764.0
2020.0,2.0,17.0,0.0,0.0034873583,0.0113339145,0.030514386,0.0462075,0.61987793,0.2885789,1147.0,19.0,87.0,80.0,489.0,72.0,392.0
2015.0,6.0,24.0,2.0,0.0625,0.0625,0.1875,0.125,0.1875,0.375,16.0,9.0,51.0,8.0,50.0,48.0,292.0
2011.0,12.0,19.0,0.0,0.22857143,0.17142858,0.2,0.17142858,0.14285715,0.08571429,35.0,14.0,96.0,110.0,654.0,80.0,493.0
2011.0,8.0,12.0,4.0,0.010928961,0.024590164,0.032786883,0.07240437,0.318306,0.5409836,732.0,20.0,116.0,5.0,28.0,61.0,353.0
2019.0,4.0,22.0,0.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,29.0,158.0,8.0,51.0,83.0,525.0
2013.0,10.0,3.0,3.0,0.125,0.375,0.125,0.25,0.125,0.0,8.0,13.0,89.0,32.0,170.0,90.0,584.0
2019.0,5.0,20.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,2.0,42.0,269.0,16.0,104.0,64.0,400.0
2017.0,6.0,8.0,3.0,0.2,0.4,0.4,0.0,0.0,0.0,5.0,14.0,75.0,14.0,78.0,103.0,566.0
2022.0,4.0,12.0,1.0,0.0,0.0,0.0,0.6,0.4,0.0,5.0,6.0,43.0,23.0,130.0,161.0,925.0
2018.0,10.0,22.0,0.0,0.010928961,0.024590164,0.032786883,0.07240437,0.318306,0.5409836,732.0,31.0,184.0,5.0,28.0,76.0,457.0
2015.0,3.0,25.0,2.0,0.0,0.25,0.25,0.25,0.25,0.0,4.0,8.0,63.0,123.0,720.0,126.0,766.0
2008.0,1.0,23.0,2.0,0.20563847,0.27363184,0.27031508,0.11774461,0.11774461,0.014925373,603.0,22.0,127.0,92.0,520.0,109.0,624.0
2023.0,5.0,9.0,1.0,0.25,0.5,0.125,0.0,0.0,0.125,8.0,10.0,60.0,18.0,92.0,141.0,857.0
2020.0,10.0,7.0,2.0,0.0,0.125,0.25,0.3125,0.3125,0.0,16.0,23.0,149.0,22.0,158.0,78.0,521.0
2015.0,5.0,3.0,6.0,0.24637681,0.057971016,0.1594203,0.1884058,0.3188406,0.028985508,69.0,11.0,54.0,31.0,181.0,78.0,463.0
2016.0,1.0,15.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,94.0,31.0,210.0,87.0,479.0
2020.0,5.0,1.0,4.0,0.0,0.0,0.0,0.5,0.0,0.5,2.0,13.0,88.0,15.0,100.0,161.0,996.0
2021.0,4.0,19.0,0.0,0.036960986,0.08726899,0.123203285,0.19917865,0.36960986,0.18377824,974.0,18.0,117.0,66.0,367.0,81.0,458.0
2010.0,12.0,6.0,0.0,0.0,0.0,0.6666667,0.0,0.0,0.33333334,3.0,34.0,201.0,26.0,177.0,105.0,615.0
2015.0,7.0,9.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,13.0,87.0,13.0,85.0,105.0,606.0
2019.0,11.0,15.0,4.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,14.0,77.0,8.0,51.0,60.0,346.0
2010.0,12.0,23.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,87.0,13.0,90.0,39.0,212.0
2010.0,10.0,26.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,72.0,24.0,145.0,68.0,375.0
2013.0,7.0,24.0,2.0,0.20563847,0.27363184,0.27031508,0.11774461,0.11774461,0.014925373,603.0,12.0,61.0,92.0,520.0,85.0,484.0
2020.0,3.0,12.0,3.0,0.010928961,0.024590164,0.032786883,0.07240437,0.318306,0.5409836,732.0,19.0,108.0,5.0,28.0,118.0,662.0
2015.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21.0,104.0,10.0,73.0,75.0,425.0
2021.0,5.0,20.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30.0,158.0,11.0,74.0,98.0,569.0
2019.0,5.0,14.0,1.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,32.0,177.0,8.0,51.0,57.0,345.0
2016.0,5.0,31.0,1.0,0.1388889,0.25,0.16666667,0.22222222,0.19444445,0.027777778,36.0,11.0,65.0,17.0,97.0,34.0,198.0
2020.0,4.0,19.0,6.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,19.0,108.0,8.0,51.0,79.0,450.0
2014.0,2.0,6.0,3.0,0.3030303,0.15151516,0.09090909,0.21212122,0.21212122,0.030303031,33.0,13.0,89.0,11.0,73.0,75.0,447.0
2021.0,6.0,25.0,4.0,0.036960986,0.08726899,0.123203285,0.19917865,0.36960986,0.18377824,974.0,13.0,85.0,66.0,367.0,116.0,680.0
2019.0,4.0,15.0,0.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,23.0,121.0,8.0,51.0,51.0,263.0
2023.0,6.0,11.0,6.0,0.0,0.0,0.0,0.5,0.5,0.0,2.0,22.0,124.0,8.0,42.0,144.0,836.0
2022.0,7.0,14.0,3.0,0.004862237,0.004862237,0.024311183,0.08265802,0.65640193,0.22690438,617.0,19.0,116.0,13.0,85.0,61.0,376.0
2022.0,4.0,5.0,1.0,0.0,0.125,0.25,0.125,0.25,0.25,8.0,15.0,90.0,25.0,135.0,80.0,458.0
2014.0,4.0,18.0,4.0,0.036960986,0.08726899,0.123203285,0.19917865,0.36960986,0.18377824,974.0,19.0,109.0,66.0,367.0,245.0,1444.0
2013.0,11.0,4.0,0.0,0.18518518,0.16049382,0.16049382,0.2345679,0.18518518,0.074074075,81.0,14.0,77.0,48.0,274.0,129.0,747.0
2021.0,10.0,27.0,2.0,0.0124223605,0.024844721,0.03726708,0.07453416,0.6086956,0.24223602,161.0,44.0,254.0,15.0,104.0,71.0,451.0
2012.0,8.0,14.0,1.0,0.20563847,0.27363184,0.27031508,0.11774461,0.11774461,0.014925373,603.0,14.0,98.0,92.0,520.0,98.0,590.0
2022.0,7.0,22.0,4.0,0.0,0.0,0.0,0.33333334,0.6666667,0.0,3.0,13.0,70.0,29.0,181.0,147.0,928.0
2010.0,9.0,23.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,89.0,40.0,243.0,93.0,554.0
2019.0,5.0,28.0,1.0,0.0034873583,0.0113339145,0.030514386,0.0462075,0.61987793,0.2885789,1147.0,15.0,96.0,80.0,489.0,53.0,322.0
2012.0,2.0,26.0,6.0,0.20192307,0.1923077,0.2596154,0.10576923,0.16346154,0.07692308,104.0,18.0,105.0,63.0,355.0,89.0,579.0
2018.0,6.0,20.0,2.0,0.0,0.27272728,0.45454547,0.09090909,0.09090909,0.09090909,11.0,41.0,236.0,33.0,194.0,95.0,553.0
